,Start Date,End Date,Buy Price,Sell Price,Return,Return %,Bars Held,Size
2699,2020-11-14 21:15:00,2020-11-14 21:16:00,16017.952857142856,16022.642256428571,28.13639571427484,0.027937920087911072,1.0,6.0
2700,2020-11-14 21:30:00,2020-11-14 21:31:00,16004.245682514284,16021.603090828572,104.14444988573086,0.10338092693669239,1.0,6.0
2701,2020-11-14 21:45:00,2020-11-14 21:46:00,16009.67,16018.493408928569,52.940453571412945,0.052498053804808764,1.0,6.0
2702,2020-11-14 22:00:00,2020-11-14 22:01:00,16001.69285714286,16017.130000000005,92.62285714286554,0.09180065566470334,1.0,6.0
2703,2020-11-14 22:15:00,2020-11-14 22:16:00,16013.27,16014.114071428572,5.06442857143702,0.005014868592374421,1.0,6.0
2704,2020-11-14 22:30:00,2020-11-14 22:31:00,16013.39857142857,16016.65,19.50857142856694,0.019316693840741892,1.0,6.0
2705,2020-11-14 22:45:00,2020-11-14 22:46:00,15997.736672227142,15999.917142857144,13.082823780016042,0.012951645143976478,1.0,6.0
2706,2020-11-14 23:00:00,2020-11-14 23:01:00,16050.11,16052.34285714286,13.397142857153085,0.013261095081933783,1.0,6.0
2707,2020-11-14 23:15:00,2020-11-14 23:16:00,16141.515264942858,16133.284285714284,-49.385875371444854,-0.04887788084074336,1.0,6.0
2708,2020-11-14 23:30:00,2020-11-14 23:31:00,16092.867142857142,16084.192120728572,-52.05013277141552,-0.051539924696174653,1.0,6.0
2709,2020-11-14 23:45:00,2020-11-14 23:46:00,16109.305714285712,16094.945714285714,-86.15999999998894,-0.08535943288810936,1.0,6.0
2710,2020-11-15 00:00:00,2020-11-15 00:01:00,16084.675714285717,16074.82379355,-59.11152441430022,-0.05861231295266677,1.0,6.0
2711,2020-11-15 00:15:00,2020-11-15 00:16:00,16090.082857142856,16083.235049342857,-41.086846799982595,-0.04076375078148346,1.0,6.0
2712,2020-11-15 00:30:00,2020-11-15 00:31:00,16080.335359142857,16076.162857142856,-25.035012000007555,-0.02484827242232294,1.0,6.0
2713,2020-11-15 00:45:00,2020-11-15 00:46:00,16046.270000000002,16051.81299457143,33.25796742856619,0.03301809612844415,1.0,6.0
2714,2020-11-15 01:00:00,2020-11-15 01:01:00,16066.097142857145,16067.792857142857,10.174285714267171,0.010097570200701452,1.0,6.0
2715,2020-11-15 01:15:00,2020-11-15 01:16:00,15960.52,15970.4491181125,59.57470867500524,0.059119537541418195,1.0,6.0
2716,2020-11-15 01:30:00,2020-11-15 01:31:00,15996.581428571428,16009.781428571428,79.20000000001164,0.0785484474549911,1.0,6.0
2717,2020-11-15 01:45:00,2020-11-15 01:46:00,16005.161428571431,15993.63,-69.18857142858906,-0.0685655224847759,1.0,6.0
2718,2020-11-15 02:00:00,2020-11-15 02:01:00,15981.517142857145,15972.668571428569,-53.091428571453434,-0.05264943512226802,1.0,6.0
2719,2020-11-15 02:15:00,2020-11-15 02:16:00,16012.691428571428,16018.018571428573,31.96285714286205,0.031713458915464884,1.0,6.0
2720,2020-11-15 02:30:00,2020-11-15 02:31:00,16001.864285714288,15995.921131342857,-35.65892622858519,-0.03536947161021383,1.0,6.0
2721,2020-11-15 02:45:00,2020-11-15 02:46:00,15981.62,15994.597553034288,77.86531820573146,0.07726058781046509,1.0,6.0
2722,2020-11-15 03:00:00,2020-11-15 03:01:00,15992.271480914287,15982.667085857143,-57.62637034287036,-0.05713468039145787,1.0,6.0
2723,2020-11-15 03:15:00,2020-11-15 03:16:00,15915.28052474286,15900.468571428572,-88.87171988573391,-0.08816380492197898,1.0,6.0
2724,2020-11-15 03:30:00,2020-11-15 03:31:00,15907.967142857144,15915.334483571429,44.20404428571055,0.04389062899896662,1.0,6.0
2725,2020-11-15 03:45:00,2020-11-15 03:46:00,15934.864285714284,15925.215714285712,-57.89142857142724,-0.05745574937343846,1.0,6.0
2726,2020-11-15 04:00:00,2020-11-15 04:01:00,15922.267142857145,15904.878571428571,-104.33142857142957,-0.10360577879041458,1.0,6.0
2727,2020-11-15 04:15:00,2020-11-15 04:16:00,15922.621666666668,15940.272911200003,105.90746720001334,0.10527993179052902,1.0,6.0
2728,2020-11-15 04:30:00,2020-11-15 04:31:00,15948.971586571432,15951.584285714283,15.676194857107475,0.015566919577049814,1.0,6.0
2729,2020-11-15 04:45:00,2020-11-15 04:46:00,15931.095641633336,15932.782857142856,10.12329305712774,0.010051161168660866,1.0,6.0
2730,2020-11-15 05:00:00,2020-11-15 05:01:00,15961.438571428573,15965.68583895714,25.48360517140827,0.025299482969825676,1.0,6.0
2731,2020-11-15 05:15:00,2020-11-15 05:16:00,15946.477142857144,15964.1497408,106.0355876571266,0.10524284151704093,1.0,6.0
2732,2020-11-15 05:45:00,2020-11-15 05:46:00,16005.958571428571,16004.471428571427,-8.922857142868452,-0.008846837173150551,1.0,6.0
2733,2020-11-15 06:00:00,2020-11-15 06:01:00,16027.345714285711,16018.326974375002,-54.11243946425384,-0.05365616517121721,1.0,6.0
2734,2020-11-15 06:15:00,2020-11-15 06:16:00,16002.725771,16003.161428571431,2.6139454285876127,0.0025932961908039275,1.0,6.0
2735,2020-11-15 06:30:00,2020-11-15 06:31:00,16050.707755714282,16049.104285714287,-9.620819999967352,-0.009544571429950827,1.0,6.0
2736,2020-11-15 06:45:00,2020-11-15 06:46:00,16065.267142857145,16072.275714285715,42.05142857143073,0.04172213758856296,1.0,6.0
2737,2020-11-15 07:00:00,2020-11-15 07:01:00,16059.199538228571,16061.282857142858,12.499913485720754,0.012396858517346405,1.0,6.0
2738,2020-11-15 07:15:00,2020-11-15 07:16:00,16060.751666666669,16068.297142857144,45.27285714284517,0.04489404167981316,1.0,6.0
2739,2020-11-15 07:30:00,2020-11-15 07:31:00,16030.142104685712,16037.542857142857,44.40451474286965,0.04401320572880036,1.0,6.0
2740,2020-11-15 07:45:00,2020-11-15 07:46:00,16018.113333333336,16029.271428571428,66.94857142854016,0.06632940214918309,1.0,6.0
2741,2020-11-15 08:00:00,2020-11-15 08:01:00,16045.837142857144,16049.086103417145,19.493763359991135,0.01930067460208338,1.0,6.0
2742,2020-11-15 08:15:00,2020-11-15 08:16:00,16102.648262985716,16106.904285714289,25.536136371432804,0.025278318083170104,1.0,6.0
2743,2020-11-15 08:45:00,2020-11-15 08:46:00,16109.42,16109.761428571432,2.0485714285896393,0.002027376127210315,1.0,6.0
2744,2020-11-15 09:00:00,2020-11-15 09:01:00,16123.177142857145,16123.414285714283,1.422857142824796,0.0014081071724812548,1.0,6.0
2745,2020-11-15 09:15:00,2020-11-15 09:16:00,16103.225654802856,16097.532857142858,-34.156785959989065,-0.03380222554468536,1.0,6.0
2746,2020-11-15 09:30:00,2020-11-15 09:31:00,16096.612534314288,16089.952445828569,-39.96053091430804,-0.03955909727667185,1.0,6.0
2747,2020-11-15 09:45:00,2020-11-15 09:46:00,16058.324077766663,16064.250888333336,35.560863400038215,0.03521755948572481,1.0,6.0
2748,2020-11-15 10:00:00,2020-11-15 10:01:00,16081.566466085713,16096.228749999998,87.9737034857244,0.08709373469956677,1.0,6.0
2749,2020-11-15 10:15:00,2020-11-15 10:16:00,16029.074810085714,16019.504544628571,-57.4215927428595,-0.056797758259416846,1.0,6.0
2750,2020-11-15 10:30:00,2020-11-15 10:31:00,15983.722736885717,15976.605,-42.70642131430213,-0.042266460469744534,1.0,6.0
2751,2020-11-15 10:45:00,2020-11-15 10:46:00,16007.385714285712,16007.391422028571,0.03424645715858787,3.390798242853503e-05,1.0,6.0
2752,2020-11-15 11:00:00,2020-11-15 11:01:00,15993.058571428572,15982.820000000003,-61.43142857142084,-0.060824250654751284,1.0,6.0
2753,2020-11-15 11:15:00,2020-11-15 11:16:00,16000.633204665715,15996.341428571428,-25.750656565709505,-0.02551165867874009,1.0,6.0
2754,2020-11-15 11:30:00,2020-11-15 11:31:00,16069.315714285713,16086.794285714284,104.87142857142317,0.10392460512127487,1.0,6.0
2755,2020-11-15 11:45:00,2020-11-15 11:46:00,16057.72333574286,16060.34,15.699985542858485,0.015542087404413242,1.0,6.0
2756,2020-11-15 12:00:00,2020-11-15 12:01:00,15957.79084065714,15993.65714285714,215.1978131999931,0.2130004176996525,1.0,6.0
2757,2020-11-15 12:15:00,2020-11-15 12:16:00,15995.234285714285,15991.510802628572,-22.34089851427416,-0.022065774304572645,1.0,6.0
2758,2020-11-15 12:30:00,2020-11-15 12:31:00,16042.261428571428,16043.796836128571,9.212445342855062,0.009101003916523761,1.0,6.0
2759,2020-11-15 12:45:00,2020-11-15 12:46:00,16012.052857142857,16008.09714285714,-23.734285714293947,-0.023445042254646914,1.0,6.0
2760,2020-11-15 13:00:00,2020-11-15 13:01:00,15991.865714285714,16007.078622914283,91.27745177141333,0.09018622181750585,1.0,6.0
2761,2020-11-15 13:15:00,2020-11-15 13:16:00,15993.814858073334,15997.676782371427,23.171545788558433,0.022873898818098367,1.0,6.0
2762,2020-11-15 13:30:00,2020-11-15 13:31:00,16040.148571428572,16034.288622057142,-35.15969622856937,-0.03470011981601519,1.0,6.0
2763,2020-11-15 13:45:00,2020-11-15 13:46:00,16076.309234742856,16075.355714285712,-5.721122742863372,-0.005648301260156401,1.0,6.0
2764,2020-11-15 14:00:00,2020-11-15 14:01:00,16049.411428571428,16049.246121414284,-0.9918429428507807,-0.0009792735524760832,1.0,6.0
2765,2020-11-15 14:15:00,2020-11-15 14:16:00,16046.632850481668,16043.831428571428,-16.808531461443636,-0.01659568344592997,1.0,6.0
2766,2020-11-15 14:30:00,2020-11-15 14:31:00,16086.231428571433,16081.062857142855,-31.01142857146624,-0.030623810164004908,1.0,6.0
2767,2020-11-15 14:45:00,2020-11-15 14:46:00,16079.814443342855,16082.794285714288,17.87905422858603,0.017660988614358056,1.0,6.0
2768,2020-11-15 15:00:00,2020-11-15 15:01:00,16058.78,16058.0,-4.680000000007567,-0.004622103094721436,1.0,6.0
2769,2020-11-15 15:15:00,2020-11-15 15:16:00,16073.527142857143,16068.316891714288,-31.26150685713219,-0.03087619370851614,1.0,6.0
2770,2020-11-15 15:30:00,2020-11-15 15:31:00,16043.155714285716,16044.496059714287,8.04207257143571,0.007945403386653433,1.0,6.0
2771,2020-11-15 15:45:00,2020-11-15 15:46:00,16021.146061685711,16020.009999999998,-6.816370114276651,-0.006733899366805181,1.0,6.0
2772,2020-11-15 16:00:00,2020-11-15 16:01:00,16039.223506927145,16048.026468331427,52.8177684256807,0.05218224413231269,1.0,6.0
2773,2020-11-15 16:15:00,2020-11-15 16:16:00,15991.718144,15985.26,-38.748864000008325,-0.038262656020159574,1.0,6.0
2774,2020-11-15 16:30:00,2020-11-15 16:31:00,15986.632857142857,15994.585714285717,47.71714285717462,0.04713643952249631,1.0,6.0
2775,2020-11-15 16:45:00,2020-11-15 16:46:00,15998.095714285711,15999.288571428571,7.157142857147846,0.007066711576303609,1.0,6.0
2776,2020-11-15 17:00:00,2020-11-15 17:01:00,15999.904285714289,15993.131428571429,-40.637142857158324,-0.04012085289869016,1.0,6.0
2777,2020-11-15 17:15:00,2020-11-15 17:16:00,16007.871428571429,16010.139993457142,13.611389314290136,0.013443852056323034,1.0,6.0
2778,2020-11-15 17:30:00,2020-11-15 17:31:00,15975.608779885715,15974.868571428571,-4.441250742849661,-0.004385995480846582,1.0,6.0
2779,2020-11-15 17:45:00,2020-11-15 17:46:00,15918.396592971429,15919.6063598375,7.258601196430391,0.007168608638289443,1.0,6.0
2780,2020-11-15 18:00:00,2020-11-15 18:01:00,15871.438749999998,15904.314197685717,197.25268611432693,0.19479317192442647,1.0,6.0
2781,2020-11-15 18:15:00,2020-11-15 18:16:00,15931.03142857143,15922.950549971429,-48.48527160001686,-0.04778762897444464,1.0,6.0
2782,2020-11-15 18:30:00,2020-11-15 18:31:00,15925.288943599997,15925.861649828572,3.436237371453899,0.003388413441098573,1.0,6.0
2783,2020-11-15 18:45:00,2020-11-15 18:46:00,15910.598571428574,15908.991428571431,-9.642857142855064,-0.009508330225561017,1.0,6.0
2784,2020-11-15 19:00:00,2020-11-15 19:01:00,15893.364285714284,15889.150259285716,-25.284158571404987,-0.02493379159030789,1.0,6.0
2785,2020-11-15 19:15:00,2020-11-15 19:16:00,15896.115126814288,15916.653053171429,123.22755814284028,0.1215502795393263,1.0,6.0
2786,2020-11-15 19:30:00,2020-11-15 19:31:00,15915.575714285716,15913.820373,-10.532047714295913,-0.010376081437288782,1.0,6.0
2787,2020-11-15 19:45:00,2020-11-15 19:46:00,15893.228571428572,15893.872499999998,3.863571428548312,0.0038067518245371813,1.0,6.0
2788,2020-11-15 20:00:00,2020-11-15 20:01:00,15868.826365542858,15864.64142857143,-25.109621828552918,-0.024739405467172043,1.0,6.0
2789,2020-11-15 20:15:00,2020-11-15 20:16:00,15880.014198542858,15865.240000000002,-88.64519125715015,-0.08735981851403385,1.0,6.0
2790,2020-11-15 20:30:00,2020-11-15 20:31:00,15818.688571428567,15826.70857142857,48.120000000009895,0.04746371473173629,1.0,6.0
2791,2020-11-15 20:45:00,2020-11-15 20:46:00,15864.174285714284,15865.675714285711,9.008571428566938,0.008881492419548862,1.0,6.0
2792,2020-11-15 21:00:00,2020-11-15 21:01:00,15849.229849405712,15842.004285714283,-43.3533821485762,-0.042738023832409086,1.0,6.0
2793,2020-11-15 21:15:00,2020-11-15 21:16:00,15891.86857142857,15910.715714285716,113.08285714287194,0.11152542176060408,1.0,6.0
2794,2020-11-15 21:30:00,2020-11-15 21:31:00,15887.10714285714,15893.91246989714,40.8319622400013,0.04022474260072604,1.0,6.0
2795,2020-11-15 21:45:00,2020-11-15 21:46:00,15860.462857142858,15864.601428571434,24.831428571458673,0.024452319935873712,1.0,6.0
2796,2020-11-15 22:00:00,2020-11-15 22:01:00,15852.958571428571,15856.132857142857,19.04571428570489,0.01875035293506044,1.0,6.0
2797,2020-11-15 22:15:00,2020-11-15 22:16:00,15809.327142857144,15813.793316142855,26.79703971427807,0.02637652494907823,1.0,6.0
2798,2020-11-15 22:30:00,2020-11-15 22:31:00,15846.621711585713,15857.471428571427,65.09830191428773,0.06405984465877669,1.0,6.0
2799,2020-11-15 22:45:00,2020-11-15 22:46:00,15912.062857142855,15913.930000000002,11.20285714288184,0.011017090061463317,1.0,6.0
2800,2020-11-15 23:00:00,2020-11-15 23:01:00,15966.489114407144,15970.558571428572,24.41674212856742,0.024009215750987873,1.0,6.0
2801,2020-11-15 23:15:00,2020-11-15 23:16:00,15969.982435739998,15962.787142857142,-43.171757297124714,-0.04244101155030906,1.0,6.0
2802,2020-11-15 23:30:00,2020-11-15 23:31:00,16007.062859275,15997.335499065,-58.36416125998949,-0.057400623045541,1.0,6.0
2803,2020-11-15 23:45:00,2020-11-15 23:46:00,15994.062245142855,15980.331311714288,-82.38560057140421,-0.08107202650369696,1.0,6.0
2804,2020-11-16 00:00:00,2020-11-16 00:01:00,15937.915714285717,15929.63589306286,-49.678927337154164,-0.04892650134025995,1.0,6.0
2805,2020-11-16 00:15:00,2020-11-16 00:16:00,15919.632857142857,15913.506448108572,-36.75845420570113,-0.03621943972913832,1.0,6.0
2806,2020-11-16 00:30:00,2020-11-16 00:31:00,15890.824285714289,15878.61,-73.28571428572468,-0.07223723941434557,1.0,6.0
2807,2020-11-16 00:45:00,2020-11-16 00:46:00,15972.075714285716,15973.804285714286,10.371428571423166,0.01023043810317686,1.0,6.0
2808,2020-11-16 01:00:00,2020-11-16 01:01:00,15979.31857142857,15982.358571428573,18.24000000001979,0.017990202733027677,1.0,6.0
2809,2020-11-16 01:15:00,2020-11-16 01:16:00,16006.286623411665,16004.57050539714,-10.296708087145817,-0.010153867704884268,1.0,6.0
2810,2020-11-16 01:30:00,2020-11-16 01:31:00,15987.515714285715,15979.232500000002,-49.6992857142759,-0.04901481265440807,1.0,6.0
2811,2020-11-16 01:45:00,2020-11-16 01:46:00,15982.80095287625,15971.78625,-66.0882172575075,-0.06520999360806319,1.0,6.0
2812,2020-11-16 02:00:00,2020-11-16 02:01:00,15966.626257576248,15980.115000000002,80.93245454251883,0.07990907962140247,1.0,6.0
2813,2020-11-16 02:15:00,2020-11-16 02:16:00,15982.238691808569,15989.52962658714,43.745608671422815,0.04315796694585507,1.0,6.0
2814,2020-11-16 02:30:00,2020-11-16 02:31:00,15961.153755365713,15968.043628326252,41.339237763226265,0.040766327283107785,1.0,6.0
2815,2020-11-16 02:45:00,2020-11-16 02:46:00,15968.74,15960.45231905875,-49.72608564750408,-0.0490169614596654,1.0,6.0
2816,2020-11-16 03:00:00,2020-11-16 03:01:00,15942.695714285715,15946.01,19.885714285701397,0.01961174500174144,1.0,6.0
2817,2020-11-16 03:15:00,2020-11-16 03:16:00,15966.886060263752,15981.0002292675,84.68501402248512,0.08350191622626088,1.0,6.0
2818,2020-11-16 03:30:00,2020-11-16 03:31:00,16000.589999999998,16001.9075,7.904999999998836,0.007788059476462612,1.0,6.0
2819,2020-11-16 03:45:00,2020-11-16 03:46:00,16035.41010807286,16043.570000000003,48.959351562851225,0.04823132807988313,1.0,6.0
2820,2020-11-16 04:00:00,2020-11-16 04:01:00,16021.615647782855,16025.095714285711,20.880399017143645,0.020559992011416145,1.0,6.0
2821,2020-11-16 04:15:00,2020-11-16 04:16:00,16011.778571428573,16018.801884342858,42.139877485707984,0.041484717294839206,1.0,6.0
2822,2020-11-16 04:30:00,2020-11-16 04:31:00,16026.425270455717,16023.49285714286,-17.59447987713793,-0.01731375112972099,1.0,6.0
2823,2020-11-16 04:45:00,2020-11-16 04:46:00,16012.128571428571,16020.318614331249,49.140257416060194,0.048364573694486004,1.0,6.0
2824,2020-11-16 05:00:00,2020-11-16 05:01:00,16055.483749999998,16055.72459855,1.4450913000182481,0.0014215928465990302,1.0,6.0
2825,2020-11-16 05:15:00,2020-11-16 05:16:00,16098.262857142856,16098.600000000002,2.0228571428742725,0.0019899354207559253,1.0,6.0
2826,2020-11-16 05:30:00,2020-11-16 05:31:00,16136.378571428571,16135.451250000002,-5.563928571413271,-0.005473267483747683,1.0,6.0
2827,2020-11-16 05:45:00,2020-11-16 05:46:00,16096.234285714288,16098.875,15.844285714265425,0.015586965103540872,1.0,6.0
2828,2020-11-16 06:00:00,2020-11-16 06:01:00,16123.264285714286,16135.032971014283,70.61211179998645,0.06945450331504557,1.0,6.0
2829,2020-11-16 06:15:00,2020-11-16 06:16:00,16231.29625,16211.1804035425,-120.69507874500414,-0.11863401802514409,1.0,6.0
2830,2020-11-16 06:30:00,2020-11-16 06:31:00,16226.583539185713,16228.149077514288,9.393229971450637,0.009243791889329781,1.0,6.0
2831,2020-11-16 06:45:00,2020-11-16 06:46:00,16193.937892091431,16195.614285714288,10.058361737144878,0.00989742709218473,1.0,6.0
2832,2020-11-16 07:00:00,2020-11-16 07:01:00,16250.88669431875,16243.250576297143,-45.81670812964148,-0.04507917521660186,1.0,6.0
2833,2020-11-16 07:15:00,2020-11-16 07:16:00,16279.18142857143,16281.020342971427,11.033486399974208,0.010860771171039875,1.0,6.0
2834,2020-11-16 07:30:00,2020-11-16 07:31:00,16241.614760834287,16237.786201843335,-22.971353945715236,-0.02260931100306927,1.0,6.0
2835,2020-11-16 07:45:00,2020-11-16 07:46:00,16244.14714285714,16243.654285714289,-2.957142857121653,-0.002911194632430065,1.0,6.0
2836,2020-11-16 08:00:00,2020-11-16 08:01:00,16253.74,16228.512857142856,-151.36285714287078,-0.1490153120807111,1.0,6.0
2837,2020-11-16 08:15:00,2020-11-16 08:16:00,16262.416666666664,16267.51,30.560000000012224,0.030130932850377462,1.0,6.0
2838,2020-11-16 08:30:00,2020-11-16 08:31:00,16243.493749999998,16247.894131242856,26.4022874571383,0.02602375403794277,1.0,6.0
2839,2020-11-16 08:45:00,2020-11-16 08:46:00,16262.8167189475,16260.738571428572,-12.468885113572469,-0.012286919384113762,1.0,6.0
2840,2020-11-16 09:00:00,2020-11-16 09:01:00,16228.517142857145,16226.294558417145,-13.33550663999631,-0.01314250860543477,1.0,6.0
2841,2020-11-16 09:15:00,2020-11-16 09:16:00,16207.16,16205.175410328571,-11.907538028564886,-0.011736748763816151,1.0,6.0
2842,2020-11-16 09:30:00,2020-11-16 09:31:00,16197.8510431,16197.275477828573,-3.4533916285581654,-0.0034042593422321152,1.0,6.0
2843,2020-11-16 09:45:00,2020-11-16 09:46:00,16195.915714285711,16185.298571428571,-63.702857142838184,-0.06279867812435032,1.0,6.0
2844,2020-11-16 10:00:00,2020-11-16 10:01:00,16237.4826,16234.994399999998,-14.929199999998673,-0.014726547543865922,1.0,6.0
2845,2020-11-16 10:15:00,2020-11-16 10:16:00,16239.83285714286,16240.834306728571,6.008697514262167,0.005928007038178537,1.0,6.0
2846,2020-11-16 10:30:00,2020-11-16 10:31:00,16352.416249999998,16325.76,-159.9375,-0.15778035467509455,1.0,6.0
2847,2020-11-16 10:45:00,2020-11-16 10:46:00,16314.82875,16308.108571428573,-40.32107142856694,-0.0398401037859606,1.0,6.0
2848,2020-11-16 11:00:00,2020-11-16 11:01:00,16373.210017182855,16371.781702225711,-8.569889742851956,-0.008471039163751987,1.0,6.0
2849,2020-11-16 11:15:00,2020-11-16 11:16:00,16345.01725008875,16348.248571428572,19.38792803893739,0.01916591885265406,1.0,6.0
