Metric,Data
Initial Capital,100000.0
Ending Capital,97826.70804773232
Net Profit,-2173.291952267682
Net Profit %,-0.021732919522676822
Number of Trades,8204.0
Ratio Longs,0.49731838127742567
Transaction Costs,0.0
