Date,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend
1990-03-09,13.083488,13.129341,12.991781,13.02235,14318475.0,186460200.0,106.5,0.0
1990-03-12,13.02235,13.175195,12.991781,13.175195,12372052.0,163004200.0,107.75,0.0
1990-03-13,13.144626,13.236333,12.991781,12.991781,16971498.0,220490000.0,106.25,0.0
1990-03-14,13.068204,13.083488,12.9153595,12.991781,10203999.0,132568130.0,106.25,0.0
1990-03-15,13.037635,13.129341,13.02235,13.083488,10893425.0,142524000.0,107.0,0.0
1990-03-16,13.175195,13.29747,13.129341,13.2821865,21051626.0,279611620.0,108.625,0.0
1990-03-19,13.221048,13.343324,13.129341,13.328039,13144079.0,175184800.0,109.0,0.0
1990-03-20,13.312755,13.373893,13.190479,13.205764,15142842.0,199972800.0,108.0,0.0
1990-03-21,13.266902,13.266902,13.098773,13.114058,6929429.0,90872930.0,107.25,0.0
1990-03-22,13.083488,13.144626,12.900075,13.02235,9816350.0,127831950.0,106.5,0.0
1990-03-23,12.961212,12.976497,12.823652,12.838937,9400077.0,120687000.0,105.0,0.0
1990-03-26,12.900075,12.930644,12.731946,12.731946,6849282.0,87204690.0,104.125,0.0
1990-03-27,12.670808,12.808368,12.640239,12.7778,10821457.0,138274400.0,104.5,0.0
1990-03-28,12.747231,12.945929,12.686092,12.945929,11908346.0,154164590.0,105.875,0.0
1990-03-29,12.961212,13.068204,12.930644,12.961212,11565677.0,149905200.0,106.0,0.0
1990-03-30,13.007066,13.052919,12.9153595,12.976497,11662180.0,151334260.0,106.125,0.0
1990-04-02,12.854221,12.945929,12.838937,12.945929,10617818.0,137457500.0,105.875,0.0
1990-04-03,12.961212,13.052919,12.961212,13.037635,8590431.0,111998900.0,106.625,0.0
1990-04-04,13.037635,13.175195,12.945929,13.02235,14035508.0,182775300.0,106.5,0.0
1990-04-05,13.052919,13.068204,12.945929,12.976497,7101990.0,92158950.0,106.125,0.0
1990-04-06,12.991781,13.007066,12.869506,12.945929,6152495.5,79649760.0,105.875,0.0
1990-04-09,12.9153595,12.945929,12.869506,12.900075,6401932.0,82585400.0,105.5,0.0
1990-04-10,12.869506,13.007066,12.854221,12.945929,7645025.5,98971950.0,105.875,0.0
1990-04-11,12.976497,13.02235,12.945929,13.007066,5276605.0,68633150.0,106.375,0.0
1990-04-12,13.098773,13.205764,13.083488,13.098773,7537072.5,98726400.0,107.125,0.0
1990-04-16,13.542022,13.60316,13.465599,13.557306,33700104.0,456882620.0,110.875,0.0
1990-04-17,13.511453,13.60316,13.435031,13.587875,15676882.0,212737700.0,111.125,0.0
1990-04-18,13.557306,13.557306,13.389177,13.435031,12520896.0,168218620.0,109.875,0.0
1990-04-19,13.389177,13.480884,13.343324,13.343324,12492272.0,166688430.0,109.125,0.0
1990-04-20,13.373893,13.389177,13.236333,13.373893,13547266.0,181179680.0,109.375,0.0
1990-04-23,13.328039,13.389177,13.2821865,13.373893,11042269.0,147678130.0,109.375,0.0
1990-04-24,13.404462,13.496168,13.312755,13.312755,10685698.0,142256080.0,108.875,0.0
1990-04-25,13.358608,13.465599,13.343324,13.373893,9596355.0,128340620.0,109.375,0.0
1990-04-26,13.435031,13.450315,13.266902,13.29747,11304791.0,150325120.0,108.75,0.0
1990-04-27,13.328039,13.328039,13.129341,13.129341,8027767.5,105399300.0,107.375,0.0
1990-04-30,13.083488,13.358608,13.083488,13.328039,12781782.0,170356100.0,109.0,0.0
1990-05-01,13.389177,13.404462,13.190479,13.205764,9537472.0,125949600.0,108.0,0.0
1990-05-02,13.205764,13.343324,13.205764,13.343324,9949655.0,132761470.0,109.125,0.0
1990-05-03,13.389177,13.465599,13.343324,13.358608,13647041.0,182305470.0,109.25,0.0
1990-05-04,13.430941,13.67823,13.384574,13.662775,12230982.0,167109150.0,110.5,0.0
1990-05-07,13.662775,13.770965,13.631864,13.662775,10556025.0,144224600.0,110.5,0.0
1990-05-08,13.662775,13.724598,13.64732,13.6936865,10032753.0,137385380.0,110.75,0.0
1990-05-09,13.6936865,13.755508,13.64732,13.755508,9830562.0,135168750.0,111.25,0.0
1990-05-10,13.770965,13.956432,13.755508,13.894609,14669414.0,203769580.0,112.375,0.0
1990-05-11,14.049166,14.157355,13.971888,14.095532,20601718.0,290392200.0,114.0,0.0
1990-05-14,14.110989,14.281,14.095532,14.126444,18687368.0,263986050.0,114.25,0.0
1990-05-15,14.080077,14.296455,14.064621,14.296455,12018276.0,171818750.0,115.625,0.0
1990-05-16,14.250089,14.311912,14.172811,14.265545,14261795.0,203233060.0,115.375,0.0
1990-05-17,14.327367,14.3737335,14.234633,14.358278,12314285.0,176811920.0,116.125,0.0
1990-05-18,14.327367,14.3737335,14.250089,14.265545,14316791.0,204236830.0,115.375,0.0
1990-05-21,14.234633,14.512835,14.234633,14.466468,14036958.0,203065200.0,117.0,0.0
1990-05-22,14.52829,14.559201,14.420101,14.559201,15638317.0,227681400.0,117.75,0.0
1990-05-23,14.52829,14.682846,14.497379,14.682846,13774109.0,202243120.0,118.75,0.0
1990-05-24,14.682846,14.698302,14.574657,14.682846,11689108.0,171629380.0,118.75,0.0
1990-05-25,14.543746,14.590113,14.358278,14.3737335,9290305.0,133536376.0,116.25,0.0
1990-05-29,14.466468,14.821947,14.435556,14.806492,15852640.0,234721970.0,119.75,0.0
1990-05-30,14.837402,15.100148,14.791036,14.945592,23106470.0,345339870.0,120.875,0.0
1990-05-31,14.806492,14.945592,14.77558,14.837402,16101740.0,238908000.0,120.0,0.0
1990-06-01,14.899225,14.930137,14.7137575,14.77558,12471185.0,184269000.0,119.5,0.0
1990-06-04,14.77558,14.945592,14.744669,14.88377,10500220.0,156282860.0,120.375,0.0
1990-06-05,14.899225,15.069237,14.852859,14.930137,19021388.0,283991940.0,120.75,0.0
1990-06-06,14.88377,15.115604,14.88377,14.9146805,12483317.0,186184690.0,120.625,0.0
1990-06-07,14.991959,15.02287,14.806492,14.9146805,12029599.0,179417630.0,120.625,0.0
1990-06-08,14.945592,14.945592,14.667391,14.682846,11575880.0,169966880.0,118.75,0.0
1990-06-11,14.667391,14.868314,14.667391,14.821947,8748431.0,129668780.0,119.875,0.0
1990-06-12,14.852859,14.945592,14.744669,14.868314,11130250.0,165488050.0,120.25,0.0
1990-06-13,14.899225,15.100148,14.868314,15.007415,18124466.0,272001380.0,121.375,0.0
1990-06-14,14.991959,15.069237,14.852859,14.945592,13735288.0,205282020.0,120.875,0.0
1990-06-15,14.88377,14.991959,14.852859,14.88377,17080348.0,254219970.0,120.375,0.0
1990-06-18,14.868314,14.930137,14.667391,14.682846,12066802.0,176988500.0,118.75,0.0
1990-06-19,14.698302,14.729214,14.574657,14.682846,11691534.0,171665000.0,118.75,0.0
1990-06-20,14.682846,14.729214,14.497379,14.590113,8178251.0,119321600.0,118.0,0.0
1990-06-21,14.590113,14.729214,14.52829,14.729214,8097374.0,119267950.0,119.125,0.0
1990-06-22,14.7137575,14.77558,14.3737335,14.3737335,9706011.0,139511630.0,116.25,0.0
1990-06-25,14.420101,14.497379,14.404645,14.420101,9108333.0,131343070.0,116.625,0.0
1990-06-26,14.543746,14.590113,14.404645,14.435556,10145172.0,146451200.0,116.75,0.0
1990-06-27,14.451012,14.605568,14.435556,14.590113,9314568.0,135900600.0,118.0,0.0
1990-06-28,14.621024,14.636479,14.52829,14.543746,6500868.0,94546980.0,117.625,0.0
1990-06-29,14.543746,14.605568,14.512835,14.52829,6904443.0,100309750.0,117.5,0.0
1990-07-02,14.52829,14.682846,14.512835,14.651936,7408304.5,108546000.0,118.5,0.0
1990-07-03,14.667391,14.682846,14.543746,14.543746,4724007.5,68704760.0,117.625,0.0
1990-07-05,14.52829,14.543746,14.451012,14.512835,6872901.0,99745270.0,117.375,0.0
1990-07-06,14.481923,14.651936,14.466468,14.590113,5730922.0,83614800.0,118.0,0.0
1990-07-09,14.605568,14.744669,14.574657,14.7137575,7414775.0,109099200.0,119.0,0.0
1990-07-10,14.744669,14.806492,14.559201,14.559201,10061060.0,146481000.0,117.75,0.0
1990-07-11,14.605568,14.744669,14.574657,14.729214,8289860.5,122103130.0,119.125,0.0
1990-07-12,14.7137575,14.88377,14.682846,14.837402,14043428.0,208368000.0,120.0,0.0
1990-07-13,14.9146805,15.100148,14.868314,14.961048,17432162.0,260803400.0,121.0,0.0
1990-07-16,15.084693,15.223793,14.991959,15.13106,18045206.0,273030850.0,122.375,0.0
1990-07-17,15.146515,15.146515,14.821947,14.930137,13633383.0,203548270.0,120.75,0.0
1990-07-18,14.945592,15.038326,14.821947,14.821947,13620443.0,201881490.0,119.875,0.0
1990-07-19,14.791036,14.852859,14.682846,14.837402,11612275.0,172296000.0,120.0,0.0
1990-07-20,14.852859,14.868314,14.52829,14.543746,14222974.0,206855330.0,117.625,0.0
1990-07-23,14.559201,14.559201,14.110989,14.327367,17334300.0,248354880.0,115.875,0.0
1990-07-24,14.327367,14.342823,14.049166,14.188267,12450966.0,176657630.0,114.75,0.0
1990-07-25,14.157355,14.281,14.126444,14.188267,11037242.0,156599330.0,114.75,0.0
1990-07-26,14.172811,14.172811,13.879154,13.987343,11088194.0,155083060.0,113.125,0.0
1990-07-27,13.940976,13.940976,13.67823,13.770965,14932263.0,205631660.0,111.375,0.0
1990-07-30,13.6936865,13.894609,13.662775,13.863698,11975411.0,166023490.0,112.125,0.0
1990-07-31,13.894609,13.956432,13.67823,13.78642,11074445.0,152676940.0,111.5,0.0
1990-08-01,13.832787,13.894609,13.67823,13.801876,13832340.0,190912240.0,111.625,0.0
1990-08-02,13.477307,13.6936865,13.477307,13.570042,15113427.0,205089820.0,109.75,0.0
1990-08-03,13.508219,13.53913,12.828171,13.369118,28704754.0,383757250.0,108.125,0.0
1990-08-06,12.988983,13.051505,12.817047,12.988983,18273514.0,237354370.0,103.875,0.0
1990-08-07,13.082767,13.129658,12.817047,12.879569,17890450.0,230390400.0,103.0,0.0
1990-08-08,12.879569,12.988983,12.863938,12.8952,15073051.0,194370000.0,103.125,0.0
1990-08-09,12.942091,12.988983,12.879569,12.9108305,10050033.0,130477020.0,103.25,0.0
1990-08-10,12.9108305,12.957722,12.692002,12.754525,11583889.0,147747000.0,102.0,0.0
1990-08-13,12.692002,13.004614,12.62948,12.973352,12657908.0,164215500.0,103.75,0.0
1990-08-14,12.957722,13.145288,12.8952,13.051505,13242500.0,172834560.0,104.375,0.0
1990-08-15,13.145288,13.160919,13.067136,13.129658,12114901.0,159064500.0,105.0,0.0
1990-08-16,13.035874,13.223441,12.973352,12.973352,16245435.0,210757740.0,103.75,0.0
1990-08-17,12.879569,12.926461,12.598219,12.676373,21117306.0,267690830.0,101.375,0.0
1990-08-20,12.754525,12.848308,12.738894,12.785786,9906884.0,126667300.0,102.25,0.0
1990-08-21,12.582589,12.723264,12.473175,12.566958,19112418.0,240184940.0,100.5,0.0
1990-08-22,12.598219,12.62948,12.363761,12.379392,15778400.0,195327000.0,99.0,0.0
1990-08-23,12.098042,12.301239,12.066781,12.113672,19412310.0,235154370.0,96.875,0.0
1990-08-24,12.31687,12.62948,12.238717,12.551328,16311011.0,204724850.0,100.375,0.0
1990-08-27,12.879569,13.051505,12.848308,13.051505,12596330.0,164401060.0,104.375,0.0
1990-08-28,12.988983,13.020244,12.926461,12.957722,7742052.5,100319360.0,103.625,0.0
1990-08-29,12.942091,13.051505,12.848308,12.988983,9154351.0,118905710.0,103.875,0.0
1990-08-30,12.988983,13.020244,12.676373,12.723264,8637735.0,109900180.0,101.75,0.0
1990-08-31,12.707633,12.738894,12.551328,12.738894,7080687.0,90200130.0,101.875,0.0
1990-09-04,12.62948,12.832678,12.598219,12.817047,9600593.0,123051250.0,102.5,0.0
1990-09-05,12.863938,12.988983,12.785786,12.801416,11616677.0,148891500.0,102.375,0.0
1990-09-06,12.863938,12.942091,12.692002,12.801416,10772177.0,137899120.0,102.375,0.0
1990-09-07,12.738894,13.19218,12.738894,13.19218,13072961.0,172460850.0,105.5,0.0
1990-09-10,13.3172245,13.457899,13.19218,13.239072,12870632.0,170395230.0,105.875,0.0
1990-09-11,13.301594,13.47353,13.239072,13.442268,11501518.0,154606500.0,107.5,0.0
1990-09-12,13.551682,13.551682,13.395377,13.489161,9539814.0,128684090.0,107.875,0.0
1990-09-13,13.47353,13.47353,13.098397,13.129658,8612943.0,113085000.0,105.0,0.0
1990-09-14,13.114027,13.129658,12.957722,13.051505,10776975.0,140655740.0,104.375,0.0
1990-09-17,13.035874,13.223441,13.020244,13.145288,7156660.0,94076360.0,105.125,0.0
1990-09-18,13.160919,13.457899,13.145288,13.411008,13588778.0,182239200.0,107.25,0.0
1990-09-19,13.489161,13.661097,13.442268,13.551682,17506588.0,237243710.0,108.375,0.0
1990-09-20,13.520422,13.629835,13.332855,13.489161,9705356.0,130906310.0,107.875,0.0
1990-09-21,13.457899,13.489161,13.19218,13.348486,17685724.0,236077630.0,106.75,0.0
1990-09-24,13.285963,13.285963,13.067136,13.129658,15943942.0,209338500.0,105.0,0.0
1990-09-25,13.160919,13.3172245,13.114027,13.301594,12358014.0,164381280.0,106.375,0.0
1990-09-26,13.3172245,13.348486,13.035874,13.17655,13950249.0,183816140.0,105.375,0.0
1990-09-27,13.223441,13.332855,12.863938,13.051505,13508006.0,176299800.0,104.375,0.0
1990-09-28,12.8952,13.395377,12.863938,13.301594,15795195.0,210101260.0,106.375,0.0
1990-10-01,13.395377,13.692357,13.395377,13.629835,14805146.0,201791700.0,109.0,0.0
1990-10-02,13.692357,13.801771,13.536052,13.536052,15139427.0,204928080.0,108.25,0.0
1990-10-03,13.536052,13.629835,13.395377,13.426639,8810473.0,118295040.0,107.375,0.0
1990-10-04,13.426639,13.536052,13.301594,13.489161,9292702.0,125350750.0,107.875,0.0
1990-10-05,13.3172245,13.629835,13.254703,13.536052,12555544.0,169952500.0,108.25,0.0
1990-10-08,13.598575,13.692357,13.582944,13.692357,7207842.0,98692350.0,109.5,0.0
1990-10-09,13.551682,13.582944,13.17655,13.17655,11344774.0,149484980.0,105.375,0.0
1990-10-10,13.20781,13.332855,12.863938,12.942091,18062390.0,233765100.0,103.5,0.0
1990-10-11,12.973352,12.988983,12.473175,12.62948,24901562.0,314493800.0,101.0,0.0
1990-10-12,12.723264,12.754525,12.441914,12.535697,18458250.0,231387020.0,100.25,0.0
1990-10-15,12.582589,12.61385,12.03552,12.410653,24962342.0,309798940.0,99.25,0.0
1990-10-16,12.426283,12.551328,12.285608,12.426283,13516803.0,167963630.0,99.375,0.0
1990-10-17,12.441914,12.707633,12.426283,12.598219,10638625.0,134027730.0,100.75,0.0
1990-10-18,12.754525,13.17655,12.723264,13.17655,14926703.0,196682430.0,105.375,0.0
1990-10-19,13.160919,13.629835,13.082767,13.457899,21261254.0,285270820.0,107.625,0.0
1990-10-22,13.457899,13.598575,13.3172245,13.47353,15340956.0,206696830.0,107.75,0.0
1990-10-23,13.426639,13.536052,13.332855,13.348486,10161994.0,135647230.0,106.75,0.0
1990-10-24,13.348486,13.629835,13.348486,13.582944,12950604.0,175907330.0,108.625,0.0
1990-10-25,13.629835,13.661097,13.332855,13.520422,12731482.0,172135000.0,108.125,0.0
1990-10-26,13.426639,13.442268,13.3172245,13.332855,9965263.0,133176936.0,106.625,0.0
1990-10-29,13.3172245,13.489161,13.145288,13.254703,10505072.0,139241600.0,106.0,0.0
1990-10-30,13.270332,13.364116,13.114027,13.301594,13107348.0,174348620.0,106.375,0.0
1990-10-31,13.3172245,13.332855,13.098397,13.17655,11615878.0,153238750.0,105.375,0.0
1990-11-01,13.17655,13.426639,13.114027,13.411008,9867698.0,132335780.0,107.25,0.0
1990-11-02,13.411008,13.582944,13.411008,13.551682,14317319.0,194023760.0,108.375,0.0
1990-11-05,13.578239,13.673081,13.46759,13.641467,9558247.0,130388510.0,107.875,0.0
1990-11-06,13.641467,13.7837305,13.609854,13.641467,12601196.0,171898820.0,107.875,0.0
1990-11-07,13.657274,13.688889,13.435976,13.46759,11077349.0,149185200.0,106.5,0.0
1990-11-08,13.46759,13.609854,13.435976,13.594047,12804429.0,174064000.0,107.5,0.0
1990-11-09,13.720503,13.941801,13.641467,13.941801,17984086.0,250730540.0,110.25,0.0
1990-11-12,14.020836,14.32117,14.00503,14.289556,28019968.0,400392900.0,113.0,0.0
1990-11-13,14.289556,14.352784,14.163099,14.163099,16855632.0,238728000.0,112.0,0.0
1990-11-14,14.226328,14.416012,14.226328,14.352784,15569812.0,223470140.0,113.5,0.0
1990-11-15,14.32117,14.368591,14.226328,14.242135,12175753.0,173408700.0,112.625,0.0
1990-11-16,14.289556,14.431819,14.163099,14.368591,17948500.0,257894660.0,113.625,0.0
1990-11-19,14.431819,14.526661,14.416012,14.510854,14714971.0,213526800.0,114.75,0.0
1990-11-20,14.510854,14.558275,14.32117,14.336977,15818119.0,226784020.0,113.375,0.0
1990-11-21,14.32117,14.431819,14.210521,14.431819,10382247.0,149834720.0,114.125,0.0
1990-11-23,14.400205,14.447626,14.242135,14.242135,3681115.2,52426936.0,112.625,0.0
1990-11-26,14.163099,14.447626,14.115679,14.400205,9215836.0,132709930.0,113.875,0.0
1990-11-27,14.400205,14.431819,14.242135,14.352784,12110908.0,173825250.0,113.5,0.0
1990-11-28,14.289556,14.400205,14.210521,14.210521,10432067.0,148245100.0,112.375,0.0
1990-11-29,14.226328,14.273748,14.115679,14.163099,9455444.0,133918400.0,112.0,0.0
1990-11-30,14.115679,14.47924,14.068257,14.368591,14268967.0,205024940.0,113.625,0.0
1990-12-03,14.47924,14.47924,14.305363,14.336977,12416943.0,178021420.0,113.375,0.0
1990-12-04,14.336977,14.542468,14.289556,14.510854,11527307.0,167294030.0,114.75,0.0
1990-12-05,14.431819,14.526661,14.3843975,14.495048,11739238.0,170160820.0,114.625,0.0
1990-12-06,14.653117,14.668924,14.068257,14.099872,26806110.0,377940400.0,111.5,0.0
1990-12-07,14.099872,14.273748,14.00503,14.226328,15099294.0,214807500.0,112.5,0.0
1990-12-10,14.194714,14.3843975,14.178906,14.336977,9282262.0,133079576.0,113.375,0.0
1990-12-11,14.289556,14.305363,14.210521,14.273748,7891267.0,112637960.0,112.875,0.0
1990-12-12,14.273748,14.47924,14.242135,14.463433,11639599.0,168348560.0,114.375,0.0
1990-12-13,14.463433,14.495048,14.273748,14.273748,8644097.0,123383660.0,112.875,0.0
1990-12-14,14.163099,14.226328,14.036643,14.068257,11349380.0,159666000.0,111.25,0.0
1990-12-17,14.020836,14.131486,13.989223,14.099872,7551228.5,106471350.0,111.5,0.0
1990-12-18,14.099872,14.352784,14.099872,14.352784,12787822.0,183506800.0,113.5,0.0
1990-12-19,14.289556,14.416012,14.178906,14.257941,19484210.0,277804740.0,112.75,0.0
1990-12-20,14.194714,14.495048,14.194714,14.3843975,14993328.0,215670000.0,113.75,0.0
1990-12-21,14.416012,14.463433,14.336977,14.400205,16484753.0,237383820.0,113.875,0.0
1990-12-24,14.400205,14.447626,14.3843975,14.400205,2698957.2,38865536.0,113.875,0.0
1990-12-26,14.416012,14.447626,14.352784,14.352784,3137844.2,45036800.0,113.5,0.0
1990-12-27,14.32117,14.400205,14.289556,14.368591,5647012.5,81139620.0,113.625,0.0
1990-12-28,14.368591,14.400205,14.32117,14.336977,5758513.5,82559670.0,113.375,0.0
1990-12-31,14.336977,14.352784,14.273748,14.289556,3647902.0,52126900.0,113.0,0.0
1991-01-02,14.273748,14.3843975,14.178906,14.178906,8206000.5,116352110.0,112.125,0.0
1991-01-03,14.210521,14.400205,14.194714,14.226328,10338754.0,147082500.0,112.5,0.0
1991-01-04,14.257941,14.289556,14.147292,14.178906,8580834.0,121666840.0,112.125,0.0
1991-01-07,14.0840645,14.147292,13.910187,13.941801,9405625.0,131131350.0,110.25,0.0
1991-01-08,13.957608,13.957608,13.752117,13.7837305,13565957.0,186989500.0,109.0,0.0
1991-01-09,13.878573,14.00503,13.499205,13.515011,16432561.0,222086260.0,106.875,0.0
1991-01-10,13.609854,13.704696,13.562432,13.704696,7607374.5,104256750.0,108.375,0.0
1991-01-11,13.641467,13.688889,13.625661,13.673081,4813522.5,65815690.0,108.125,0.0
1991-01-14,13.515011,13.546625,13.341134,13.499205,13811101.0,186438880.0,106.75,0.0
1991-01-15,13.515011,13.625661,13.499205,13.594047,9237187.0,125570750.0,107.5,0.0
1991-01-16,13.562432,13.815345,13.4833975,13.799538,12510256.0,172526620.0,109.125,0.0
1991-01-17,14.542468,14.6847315,14.447626,14.63731,34244256.0,501243800.0,115.75,0.0
1991-01-18,14.574082,14.953451,14.526661,14.874416,36316908.0,540192830.0,117.625,0.0
1991-01-21,14.763766,15.190557,14.74796,15.127329,17409184.0,263354430.0,119.625,0.0
1991-01-22,15.095715,15.127329,14.890223,14.921837,15528691.0,231716600.0,118.0,0.0
1991-01-23,14.90603,15.190557,14.90603,15.079907,17484308.0,263661740.0,119.25,0.0
1991-01-24,15.174749,15.38024,15.158942,15.301206,22467850.0,343785200.0,121.0,0.0
1991-01-25,15.317013,15.506697,15.237978,15.506697,19303910.0,299339870.0,122.625,0.0
1991-01-28,15.4908905,15.807031,15.475083,15.712189,19598874.0,307928770.0,124.25,0.0
1991-01-29,15.696382,15.854452,15.554118,15.743803,15414027.0,242675400.0,124.5,0.0
1991-01-30,15.775416,16.059944,15.759609,16.059944,19961846.0,320586100.0,127.0,0.0
1991-01-31,16.012522,16.07575,15.965101,16.02833,13588099.0,217794530.0,126.75,0.0
1991-02-01,15.996716,16.138979,15.8860655,16.044136,15176000.0,243485810.0,126.875,0.0
1991-02-04,16.118826,16.294376,16.03903,16.262459,12152056.0,197826110.0,127.375,0.0
1991-02-05,16.2465,16.406092,16.21458,16.406092,17052042.0,279757340.0,128.5,0.0
1991-02-06,16.358213,16.597603,16.342255,16.581644,18951412.0,314245540.0,129.875,0.0
1991-02-07,16.597603,16.725277,16.390133,16.406092,19831780.0,325362000.0,128.5,0.0
1991-02-08,16.45397,16.581644,16.374172,16.533766,13720114.0,226845150.0,129.5,0.0
1991-02-11,16.581644,16.916786,16.549725,16.900827,14609881.0,246919090.0,132.375,0.0
1991-02-12,16.789114,17.092339,16.789114,16.948706,18581720.0,314936100.0,132.75,0.0
1991-02-13,16.900827,17.235971,16.884869,17.188093,15068080.0,258991570.0,134.625,0.0
1991-02-14,17.220013,17.395563,17.092339,17.235971,19466788.0,335529000.0,135.0,0.0
1991-02-15,17.299809,17.587074,17.28385,17.539198,21452316.0,376256400.0,137.375,0.0
1991-02-19,17.523237,17.842422,17.49132,17.810505,17843120.0,317794940.0,139.5,0.0
1991-02-20,17.650911,17.714748,17.603035,17.603035,14522941.0,255647820.0,137.875,0.0
1991-02-21,17.618994,17.650911,17.299809,17.299809,12261711.0,212125250.0,135.5,0.0
1991-02-22,17.315767,17.49132,16.932747,17.012543,18673360.0,317681300.0,133.25,0.0
1991-02-25,17.140217,17.25193,16.86891,17.060421,14840155.0,253179300.0,133.625,0.0
1991-02-26,16.948706,16.980623,16.565683,16.565683,17443664.0,288966240.0,129.75,0.0
1991-02-27,16.597603,16.709316,16.358213,16.709316,15987610.0,267142050.0,130.875,0.0
1991-02-28,16.757195,16.789114,16.278418,16.43801,16906358.0,277906880.0,128.75,0.0
1991-03-01,16.374172,16.789114,16.358213,16.725277,14554271.0,243411100.0,131.0,0.0
1991-03-04,16.757195,16.916786,16.581644,16.677399,9317490.0,155391500.0,130.625,0.0
